2019-07-14 10:23:00,331:Key.space
2019-07-14 10:23:01,609:Key.space
2019-07-14 10:23:01,914:Key.alt
2019-07-14 10:23:02,008:Key.tab
2019-07-14 10:23:09,713:Key.alt
2019-07-14 10:23:09,808:Key.tab
2019-07-14 10:23:37,370:Key.cmd
2019-07-14 10:23:38,023:'t'
2019-07-14 10:23:38,128:'e'
2019-07-14 10:23:38,342:'s'
2019-07-14 10:23:38,497:'t'
2019-07-14 10:23:39,629:Key.backspace
2019-07-14 10:23:39,813:Key.backspace
2019-07-14 10:23:41,324:Key.enter
2019-07-14 10:23:47,883:'m'
2019-07-14 10:23:48,102:'y'
2019-07-14 10:23:48,224:Key.space
2019-07-14 10:23:48,482:'p'
2019-07-14 10:23:48,786:'a'
2019-07-14 10:23:48,998:'s'
2019-07-14 10:23:49,124:'s'
2019-07-14 10:23:49,334:'o'
2019-07-14 10:23:49,449:'w'
2019-07-14 10:23:49,674:'r'
2019-07-14 10:23:49,850:'d'
2019-07-14 10:23:49,957:Key.space
2019-07-14 10:23:50,138:'i'
2019-07-14 10:23:50,283:'s'
2019-07-14 10:23:50,403:Key.space
2019-07-14 10:23:52,390:'s'
2019-07-14 10:23:52,556:'c'
2019-07-14 10:23:53,013:Key.backspace
2019-07-14 10:23:53,159:'e'
2019-07-14 10:23:53,328:'c'
2019-07-14 10:23:53,726:'r'
2019-07-14 10:23:53,892:'e'
2019-07-14 10:23:54,206:'s'
2019-07-14 10:23:54,619:Key.backspace
2019-07-14 10:23:55,222:'t'
2019-07-14 10:23:56,168:'.'
2019-07-14 10:23:56,318:'.'
2019-07-14 10:23:56,399:'.'
2019-07-14 10:24:00,027:Key.esc
2019-07-14 10:24:34,558:Key.alt
2019-07-14 10:24:34,652:Key.tab
2019-07-14 10:24:35,640:Key.alt
2019-07-14 10:24:35,779:Key.tab
2019-07-14 10:24:36,681:Key.alt
2019-07-14 10:24:36,847:Key.tab
2019-07-14 10:24:38,289:Key.tab
2019-07-14 10:24:38,482:Key.tab
2019-07-14 10:24:38,641:Key.tab
2019-07-14 10:24:39,928:Key.backspace
2019-07-14 10:24:40,429:Key.backspace
2019-07-14 10:24:40,460:Key.backspace
2019-07-14 10:24:40,491:Key.backspace
2019-07-14 10:24:40,522:Key.backspace
2019-07-14 10:24:40,553:Key.backspace
2019-07-14 10:24:40,584:Key.backspace
2019-07-14 10:24:40,615:Key.backspace
2019-07-14 10:24:40,646:Key.backspace
2019-07-14 10:24:40,676:Key.backspace
2019-07-14 10:24:40,707:Key.backspace
2019-07-14 10:24:40,738:Key.backspace
2019-07-14 10:24:40,767:Key.backspace
2019-07-14 10:24:40,797:Key.backspace
2019-07-14 10:24:40,829:Key.backspace
2019-07-14 10:24:40,859:Key.backspace
2019-07-14 10:24:40,889:Key.backspace
2019-07-14 10:24:40,920:Key.backspace
2019-07-14 10:24:40,950:Key.backspace
2019-07-14 10:24:40,982:Key.backspace
2019-07-14 10:24:41,012:Key.backspace
2019-07-14 10:24:41,043:Key.backspace
2019-07-14 10:24:41,073:Key.backspace
2019-07-14 10:24:41,104:Key.backspace
2019-07-14 10:24:41,135:Key.backspace
2019-07-14 10:24:41,165:Key.backspace
2019-07-14 10:24:41,196:Key.backspace
2019-07-14 10:24:41,226:Key.backspace
2019-07-14 10:24:44,848:'m'
2019-07-14 10:24:44,951:'y'
2019-07-14 10:24:46,096:Key.space
2019-07-14 10:24:46,309:'p'
2019-07-14 10:24:46,594:'a'
2019-07-14 10:24:46,784:'s'
2019-07-14 10:24:46,911:'s'
2019-07-14 10:24:47,135:'w'
2019-07-14 10:24:47,308:'o'
2019-07-14 10:24:48,280:'r'
2019-07-14 10:24:48,483:'d'
2019-07-14 10:24:48,555:Key.space
2019-07-14 10:24:48,746:'i'
2019-07-14 10:24:48,965:Key.space
2019-07-14 10:24:49,426:Key.backspace
2019-07-14 10:24:49,600:'s'
2019-07-14 10:24:49,745:Key.space
2019-07-14 10:24:50,177:'r'
2019-07-14 10:24:50,309:'e'
2019-07-14 10:24:50,529:'s'
2019-07-14 10:24:50,761:'e'
2019-07-14 10:24:50,880:'t'
2019-07-14 10:24:52,218:'.'
2019-07-14 10:24:52,363:'.'
2019-07-14 10:24:52,497:'.'
2019-07-14 10:24:59,069:Key.esc
2019-07-14 10:36:08,270:Key.enter
2019-07-14 10:36:08,873:Key.shift
2019-07-14 10:36:09,048:'H'
2019-07-14 10:36:09,251:'e'
2019-07-14 10:36:09,455:'l'
2019-07-14 10:36:09,587:'l'
2019-07-14 10:36:09,787:'o'
2019-07-14 10:36:10,001:Key.space
2019-07-14 10:36:10,304:'o'
2019-07-14 10:36:11,069:Key.backspace
2019-07-14 10:36:11,369:'w'
2019-07-14 10:36:11,521:'o'
2019-07-14 10:36:11,892:'r'
2019-07-14 10:36:12,027:'l'
2019-07-14 10:36:12,161:'d'
2019-07-14 10:36:16,402:Key.esc
2019-07-14 10:39:27,471:Key.backspace
2019-07-14 10:39:28,556:'m'
2019-07-14 10:39:28,802:'y'
2019-07-14 10:39:28,931:Key.space
2019-07-14 10:39:29,112:'n'
2019-07-14 10:39:29,326:'a'
2019-07-14 10:39:29,435:'m'
2019-07-14 10:39:29,658:'e'
2019-07-14 10:39:29,774:Key.space
2019-07-14 10:39:29,980:'i'
2019-07-14 10:39:30,138:'s'
2019-07-14 10:39:32,038:Key.space
2019-07-14 10:39:32,479:'k'
2019-07-14 10:39:32,615:'r'
2019-07-14 10:39:32,742:'u'
2019-07-14 10:39:32,898:'n'
2019-07-14 10:39:32,974:'a'
2019-07-14 10:39:33,114:'l'
2019-07-14 10:39:37,149:Key.esc
2019-07-14 10:40:40,022:Key.enter
2019-07-14 10:40:40,742:'h'
2019-07-14 10:40:40,960:'e'
2019-07-14 10:40:41,236:'y'
2019-07-14 10:40:41,421:Key.space
2019-07-14 10:40:41,553:'t'
2019-07-14 10:40:41,725:'h'
